;Unnamed: 0;entry_type_num;PROX;REPHRASE;DEL;ADD;EXAMPLE;EXPLAIN;EXPLICIT;REORDER;SPLIT
0;0;2;1;1;0;1;0;0;0;1;1
1;1;1;0;1;0;0;0;0;0;1;0
2;2;1;0;1;1;0;0;1;0;1;0
3;3;2;0;1;0;1;0;0;1;1;1
4;4;1;0;1;0;1;0;0;0;1;0
5;5;5;0;0;1;0;0;0;0;0;0
6;6;1;0;1;0;0;0;0;0;0;0
7;7;1;0;1;0;0;0;0;0;1;0
8;8;1;0;1;0;0;0;0;0;1;0
9;9;1;0;0;0;0;0;0;0;1;0
10;10;1;0;1;0;0;0;0;0;0;0
11;11;5;0;0;1;0;0;0;0;0;0
12;12;5;0;0;1;0;0;0;0;0;0
13;13;1;0;1;0;0;0;0;0;0;0
14;14;2;0;1;0;0;0;0;0;1;1
15;15;1;0;1;0;0;0;0;0;1;0
16;16;1;1;1;0;0;0;0;0;1;0
17;17;1;1;1;1;0;0;0;0;1;0
18;18;5;0;0;1;0;0;0;0;0;0
19;19;1;1;1;0;0;0;0;0;1;0
20;20;5;0;0;1;0;0;0;0;0;0
21;21;5;0;0;1;0;0;0;0;0;0
22;22;5;0;0;1;0;0;0;0;0;0
23;23;5;0;0;1;0;0;0;0;0;0
24;24;5;0;0;1;0;0;0;0;0;0
25;25;5;0;0;1;0;0;0;0;0;0
26;26;5;0;0;1;0;0;0;0;0;0
27;27;5;0;0;1;0;0;0;0;0;0
28;28;5;0;0;1;0;0;0;0;0;0
29;29;5;0;0;1;0;0;0;0;0;0
30;30;5;0;0;1;0;0;0;0;0;0
31;31;5;0;0;1;0;0;0;0;0;0
32;32;5;0;0;1;0;0;0;0;0;0
33;33;5;0;0;1;0;0;0;0;0;0
34;34;5;0;0;1;0;0;0;0;0;0
35;35;5;0;0;1;0;0;0;0;0;0
36;36;5;0;0;1;0;0;0;0;0;0
37;37;5;0;0;1;0;0;0;0;0;0
38;38;5;0;0;1;0;0;0;0;0;0
39;39;5;0;0;1;0;0;0;0;0;0
40;40;5;0;0;1;0;0;0;0;0;0
41;41;5;0;0;1;0;0;0;0;0;0
42;42;5;0;0;1;0;0;0;0;0;0
43;43;5;0;0;1;0;0;0;0;0;0
44;44;5;0;0;1;0;0;0;0;0;0
45;45;5;0;0;1;0;0;0;0;0;0
46;46;5;0;0;1;0;0;0;0;0;0
47;47;5;0;0;1;0;0;0;0;0;0
48;48;5;0;0;1;0;0;0;0;0;0
49;49;5;0;0;1;0;0;0;0;0;0
50;50;5;0;0;1;0;0;0;0;0;0
51;51;5;0;0;1;0;0;0;0;0;0
52;52;5;0;0;1;0;0;0;0;0;0
53;53;5;0;0;1;0;0;0;0;0;0
54;54;5;0;0;1;0;0;0;0;0;0
55;55;5;0;0;1;0;0;0;0;0;0
56;56;5;0;0;1;0;0;0;0;0;0
57;57;5;0;0;1;0;0;0;0;0;0
58;58;5;0;0;1;0;0;0;0;0;0
59;59;5;0;0;1;0;0;0;0;0;0
60;60;5;0;0;1;0;0;0;0;0;0
61;61;5;0;0;1;0;0;0;0;0;0
62;62;5;0;0;1;0;0;0;0;0;0
63;63;5;0;0;1;0;0;0;0;0;0
64;64;5;0;0;1;0;0;0;0;0;0
65;65;5;0;0;1;0;0;0;0;0;0
66;66;5;0;0;1;0;0;0;0;0;0
67;67;5;0;0;1;0;0;0;0;0;0
68;68;5;0;0;1;0;0;0;0;0;0
69;69;5;0;0;1;0;0;0;0;0;0
70;70;5;0;0;1;0;0;0;0;0;0
71;71;5;0;0;1;0;0;0;0;0;0
72;72;5;0;0;1;0;0;0;0;0;0
73;73;5;0;0;1;0;0;0;0;0;0
74;74;5;0;0;1;0;0;0;0;0;0
75;75;5;0;0;1;0;0;0;0;0;0
76;76;5;0;0;1;0;0;0;0;0;0
77;77;5;0;0;1;0;0;0;0;0;0
78;78;5;0;0;1;0;0;0;0;0;0
79;79;5;0;0;1;0;0;0;0;0;0
80;80;5;0;0;1;0;0;0;0;0;0
81;81;5;0;0;1;0;0;0;0;0;0
82;82;5;0;0;1;0;0;0;0;0;0
83;83;5;0;0;1;0;0;0;0;0;0
84;84;5;0;0;1;0;0;0;0;0;0
85;85;5;0;0;1;0;0;0;0;0;0
86;86;5;0;0;1;0;0;0;0;0;0
87;87;5;0;0;1;0;0;0;0;0;0
88;88;5;0;0;1;0;0;0;0;0;0
89;89;5;0;0;1;0;0;0;0;0;0
90;90;5;0;0;1;0;0;0;0;0;0
91;91;5;0;0;1;0;0;0;0;0;0
92;92;5;0;0;1;0;0;0;0;0;0
93;93;5;0;0;1;0;0;0;0;0;0
94;94;5;0;0;1;0;0;0;0;0;0
95;95;5;0;0;1;0;0;0;0;0;0
96;96;5;0;0;1;0;0;0;0;0;0
97;97;5;0;0;1;0;0;0;0;0;0
98;98;5;0;0;1;0;0;0;0;0;0
99;99;5;0;0;1;0;0;0;0;0;0
100;100;5;0;0;1;0;0;0;0;0;0
101;101;1;0;1;1;0;0;1;0;1;0
102;102;5;0;0;1;0;0;0;0;0;0
103;103;5;0;0;1;0;0;0;0;0;0
104;104;5;0;0;1;0;0;0;0;0;0
105;105;5;0;0;1;0;0;0;0;0;0
106;106;5;0;0;1;0;0;0;0;0;0
107;107;5;0;0;1;0;0;0;0;0;0
108;108;5;0;0;1;0;0;0;0;0;0
109;109;5;0;0;1;0;0;0;0;0;0
110;110;5;0;0;1;0;0;0;0;0;0
111;111;5;0;0;1;0;0;0;0;0;0
112;112;5;0;0;1;0;0;0;0;0;0
